State,Year,Month,Monthly_Rainfall_mm,Soil_Moisture_%,River_Discharge_Cumecs,Dam_Capacity_MCM,Reservoir_Level_%,Elevation_m,Drainage_Density,Population_Density,Urbanization_%,Previous_Month_Rainfall,Flood_Occurred
Maharashtra,2007,2,86.14900423782112,60.26172263605981,263.0754649682533,3516.438058538286,76.50668671232371,443.9198071754176,3.3327640441747977,1639.2154498904433,75.69506230060726,107.50916150587733,0
Maharashtra,2007,3,100.60190745224192,93.6777917696077,321.66884147546347,5549.747515444356,79.7205898706046,1335.5579860172616,1.6829830489803754,813.6076100158937,21.57873578886083,105.32698635214926,0
Maharashtra,2007,4,106.05565005223193,56.117551092661785,298.4370943263658,3005.788764897991,66.47006759716893,888.295724550671,0.606750874786673,170.9615586235074,72.58203924617608,97.15910660712345,0
Maharashtra,2007,5,82.57120076381851,39.86535241166156,260.511339917264,2510.747192477902,57.467693911974195,82.2641731470685,2.359741210488518,1127.2067310592024,59.62009310487446,93.77238050848253,0
Maharashtra,2007,6,317.316687166558,100.0,788.3525914721845,6566.3033633809255,100.0,409.89421563680094,2.0363999724697264,249.06712455030532,16.774552039082025,405.4003245276334,1
Maharashtra,2007,7,340.3989823184366,100.0,889.6087137789917,2213.0602404959204,100.0,826.0938637356501,3.0010857294502182,1354.3750157636894,34.595372786216004,433.30038949628135,1
Maharashtra,2007,8,247.73366139410305,95.70637800312986,722.7830531112597,3937.2004369945294,100.0,375.3578293042304,1.7459043752794154,1539.9076098823014,16.00754420408291,190.66662310814803,0
Maharashtra,2007,9,335.5055542516983,100.0,909.6430385127862,1684.8391245570103,100.0,263.9367955154727,2.0184807723329055,857.1589953550096,58.109506863655156,362.70035637783883,1
Maharashtra,2007,10,39.02449434662841,38.47200212126002,114.68478880711415,4521.953810060613,47.05070059144306,1285.4523125765418,2.8054277106663075,409.5754114547164,19.93981231803009,42.35919853695637,0
Maharashtra,2007,11,82.79208339960076,46.84488488128259,282.3495976435243,5028.319245131153,80.69779318133375,690.0880712848174,2.409658762605772,1888.7831366753978,42.027184646054195,105.7018399735318,0
Maharashtra,2007,12,30.487380046926035,32.7575173512079,75.56185699356257,6914.127176786182,51.222196626935,39.79154392505967,3.3506396890612753,635.5240720694599,23.271537933515937,34.08618048481311,0
Maharashtra,2008,1,115.98399501733003,62.068993963098606,359.85270445756026,6624.36651269394,66.50524839597828,1127.1690537030831,3.323921587435424,1981.9597698012792,43.88323738379985,107.07768279749911,0
Maharashtra,2008,2,57.59275839212122,37.706162316218176,195.59283944701693,7008.8892629010825,68.89720069510412,646.3460709256524,3.128048737270241,1533.6314607608965,22.21867081851528,71.50323776878666,0
Maharashtra,2008,3,132.21915228617317,63.264826487870884,327.91333497903946,7268.662599473403,82.90740921073638,1426.1576846716464,2.5070326084315013,1300.4907031226187,46.39118653848239,115.81425440537687,0
Maharashtra,2008,4,74.79427782529261,60.74779867410889,233.99852002573866,6541.053306080939,50.471678655452564,1185.4791234778581,0.8192213606704163,1039.398578934905,19.0291132011651,77.01696401623124,0
Maharashtra,2008,5,119.00478933671005,58.28062351915612,300.65042938919373,1819.469114993241,79.83075134376925,929.2360046578103,0.8539293664297658,259.8029316184951,64.0678392021384,88.49884028202295,0
Maharashtra,2008,6,254.902035775682,99.31660097006578,540.9080262415985,1593.8639985963434,100.0,1480.0261698592574,1.8099477851464212,804.2200794270927,71.89596970802518,323.30477949943594,1
Maharashtra,2008,7,242.52446229980512,88.49664405783281,767.7646314694905,4908.829748150635,100.0,171.24023604769624,2.224187865018007,121.57192505809623,47.80624493958884,177.96007660613674,0
Maharashtra,2008,8,287.20491760292583,100.0,825.7294023736272,7735.2078393217935,100.0,565.4315163879376,1.4999923019865125,1750.3383435599744,30.651708696361684,367.02879236604116,1
Maharashtra,2008,9,317.92739854483335,100.0,671.0477218614728,4876.9799908092455,100.0,945.9509640122175,2.93512041144616,963.6280230587691,58.92906560588444,334.01089645471865,1
Maharashtra,2008,10,99.91993164981798,53.87066355615939,292.7852734788664,2941.668280867929,79.73907075975642,286.24113378702316,2.1229444172899377,771.3692332495003,55.85592782956105,74.6042959222914,0
Maharashtra,2008,11,93.67023903108638,72.17926814993046,230.83076676856683,6696.565137948641,59.11692499584234,1366.8361408182946,3.3788803502310913,1904.6198352546558,65.8003655871852,100.04441613892415,0
Maharashtra,2008,12,99.67676686026023,61.92162124868925,328.843206320254,1316.530690743326,68.58003561865344,44.418626873391744,1.8176217840731737,1640.0513284854826,84.1093290520461,78.76957843400508,0
Maharashtra,2009,1,11.474618836364897,46.40737845074535,39.64333470096724,6894.832461949961,42.29698719838329,625.1551559948094,1.4569247517574717,207.11344363676153,75.53056633785373,13.628870724333842,0
Maharashtra,2009,2,129.51265247893846,77.54049634907358,442.56397843028725,6947.53173474188,81.97838055466102,374.7854121060805,2.0769044735853273,345.4028887878405,81.78357190811056,137.76322759916755,0
Maharashtra,2009,3,108.4645951235556,45.8697278625102,317.49673425066345,3507.1390262298837,75.86251865686259,782.860012851171,3.2031143710747374,1088.3106521127875,74.65270502229781,111.84262767464655,0
Maharashtra,2009,4,50.060538537737855,52.78093309995525,130.41893143548964,1938.1065991544851,56.67904288640287,48.03010108844177,3.1429803948576667,1278.5881475715828,64.28558376694565,41.43903734504081,0
Maharashtra,2009,5,122.33697947398352,42.996850004264736,316.6528864892044,4062.3244541661034,74.00702549774948,773.4142862939171,3.2427855445940006,853.4312864104133,58.54606901595115,148.9352684334238,0
Maharashtra,2009,6,357.40338046367697,100.0,853.2528869730871,4213.950293667829,100.0,1470.1487000517882,2.2241633289750435,724.6280595462656,59.338059802170804,301.67967989749445,1
Maharashtra,2009,7,329.32785968774783,100.0,748.5029877479916,3419.6709832670426,100.0,1002.9988190889356,1.1031195492057044,465.34913573647447,17.86080313865352,263.91051543008587,1
Maharashtra,2009,8,376.41138564009907,100.0,802.9057367421196,1844.4510977042057,100.0,693.864258208925,1.2221680144202738,792.1127359913434,50.239208959839985,419.4114543979523,1
Maharashtra,2009,9,244.02195936059314,93.14528894749051,807.8024699862865,7446.106803722692,100.0,1210.2709132906266,3.118908916342804,450.5899367771169,29.654452633569722,225.05736859937048,0
Maharashtra,2009,10,71.16121601867108,71.53172143867374,181.70094683383027,4237.743012932035,58.24112215942938,1122.469052509966,0.6283912101170926,579.6301942536395,64.93447101191867,88.03525550789989,0
Maharashtra,2009,11,203.15523233820952,91.98455719889814,438.9692969722472,4131.8865677641825,84.88210649888713,407.51863026932455,1.8204945708661793,138.1352757776801,37.54554159082248,167.98272403004728,0
Maharashtra,2009,12,88.13854543468892,44.302386654144,294.01175966086265,5155.147174878341,62.93367117867799,1020.2579671210119,3.262099335125684,1047.0401779652088,21.084420166119656,90.10085540788788,0
Maharashtra,2010,1,140.9249630907863,70.62034120954317,373.0973346118773,1893.0621195689464,73.52130639338831,970.6462757907439,2.4977240663411915,776.5837792059078,84.05606741550858,149.86875059906865,0
Maharashtra,2010,2,24.688010761426554,32.55777429608686,55.03670363260089,2721.704098691557,45.021469554587384,245.21865302303573,1.15298458417957,641.6808205183095,27.136151670632838,30.56522020519005,0
Maharashtra,2010,3,81.94086511779308,42.175715115337894,214.32413680328133,7876.6503183602445,62.19277906667382,1454.3582977466765,3.5292749406289308,1652.4369348036319,33.05319789314579,65.76021163163583,0
Maharashtra,2010,4,43.69745351833608,46.20752947588779,123.88858799398794,5001.288826289299,55.184270907092184,423.56874502212486,3.1932252661717793,455.3831222592944,37.657546548297056,41.74251086370364,0
Maharashtra,2010,5,14.898302484673493,34.20542508778219,32.36291559636312,5274.3402970914285,50.855415333175785,235.77225933493244,2.1839903564918615,1111.919921848013,18.627647577569885,13.437711151772374,0
Maharashtra,2010,6,167.0783950184832,65.74991196565696,504.95336158181834,6321.595019227806,97.72602945189857,895.4799172087272,2.1505166599255543,882.4977368798102,39.42077865800967,210.1374190392368,0
Maharashtra,2010,7,329.6916698697047,100.0,1123.4278879128535,2268.631463159621,100.0,863.8373042039683,3.446400718653952,365.56751558995006,70.66871183019231,270.6690776115299,1
Maharashtra,2010,8,287.54582116863367,98.70167018565502,926.4329775854816,5656.380544873401,100.0,786.9828100298334,1.7559066944322588,1766.6810275449056,42.47115751958448,342.16792865126394,1
Maharashtra,2010,9,136.9500371857717,54.15664618726888,368.9460951503796,3109.6451191489946,81.26919494762703,352.15797924449186,3.6485110064609896,829.3933206091017,53.0487002779792,170.349859612716,0
Maharashtra,2010,10,147.05749249101132,57.91621370357298,501.42901817367243,5393.956371499925,86.98666035954638,505.68389391234376,0.9874522543218553,1608.6478596135623,58.40509291499595,150.00991506024067,0
Maharashtra,2010,11,87.27465020233981,54.30086841358831,194.40535851441635,3182.0544745688376,74.4857532261444,55.13098992999018,2.494613897049608,1548.671502907312,76.37359457332246,79.00529411750918,0
Maharashtra,2010,12,45.75664696364531,54.30891137940726,101.8028721226343,2604.75976662849,49.28061850663719,1084.767589747634,3.02012787791126,1318.1805024820649,63.576391112697,46.929603326229845,0
Maharashtra,2011,1,49.048432035857076,29.815560975850097,111.45748897731647,7359.153929335398,36.927327121714335,695.6986764479784,3.8154916886413535,391.3676659205524,56.036088241175804,49.2217303154845,0
Maharashtra,2011,2,139.84177245956732,62.931980918190305,462.6225747658093,7524.827977385286,82.42168608737279,849.8741094658674,2.938277883569123,1852.7488242368618,64.5067044019379,110.68803879994691,0
Maharashtra,2011,3,155.28097985900135,82.2744454263001,409.3510990601385,6155.10964937306,76.6882457551146,1477.3375924486902,3.4361433025607693,336.859094286207,79.45893178321606,189.7437015873737,0
Maharashtra,2011,4,74.96852319601408,74.12904181637839,194.80601158256843,1383.3314717542194,67.73008362988216,506.1198762606219,3.3099870700930403,108.80084370874543,38.344942018380095,70.38803760204941,0
Maharashtra,2011,5,112.92682335847658,58.964885511503184,284.5212761069744,3428.672413273594,70.52020001464169,340.78421029527306,2.083538306464427,367.62833872161974,27.34708905543563,112.81623001475879,0
Maharashtra,2011,6,433.5217220231514,100.0,1102.7018848398934,5064.118451946304,100.0,950.2351104396979,0.5458305980591678,1360.7210068317502,27.4625176808826,553.452120825023,1
Maharashtra,2011,7,278.48890475561353,88.55696710148668,592.6312128879421,7978.119762921631,100.0,105.27933369569908,3.124861646397122,498.82062688161295,77.86380026084996,229.21970160880616,1
Maharashtra,2011,8,304.73747472115906,100.0,639.510776712457,6428.693316865074,100.0,682.6668079483013,2.33536594264653,937.4492191826334,43.05341426127282,315.6422610937988,1
Maharashtra,2011,9,272.58499247357213,94.43183945843512,897.5347254738477,7622.808234935429,100.0,967.7793171423285,1.9305695988433373,148.23407575465524,25.930681815633324,307.9074654984932,1
Maharashtra,2011,10,48.88733249636499,41.32962136815455,114.0521053207596,2617.5235761164995,54.96603609418108,1009.479651680099,0.5689868821402746,297.8063057706903,70.99412597612326,39.45827610303629,0
Maharashtra,2011,11,31.11488764432218,44.908706212804425,66.87093693299727,2702.2053369961786,56.44406597533157,1246.1786975276525,1.8901423536645918,1369.3617594842276,29.348900679107466,27.253176565181224,0
Maharashtra,2011,12,97.7705324594416,37.7448413941764,326.45654767409815,6722.104932169086,86.97802908045966,516.0169407883245,1.4079820170095236,821.4155755178072,56.320645976036545,84.16460765937059,0
Maharashtra,2012,1,28.78282590014868,54.74364829488081,81.39986864299301,4052.885703947217,50.745022442070784,1146.5906622688424,0.990396115182584,1750.0891542060344,49.120183877465955,35.59662273327384,0
Maharashtra,2012,2,76.1314755251843,45.67571815243036,154.82888344502985,2880.7415156946226,76.29988473220246,814.743150917996,2.7171737693915157,589.9866023230843,24.75492518509769,91.43071540050232,0
Maharashtra,2012,3,80.73735732261572,53.660156384270635,182.26611241487038,2906.151285635583,66.17965974776153,414.712554927373,2.439623008805277,1337.698737868542,73.08192625950412,66.51569491210576,0
Maharashtra,2012,4,40.86508889539872,56.42160667550845,122.49535202684704,2227.598950364147,67.964473021231,1372.045859157815,1.9656968371222558,827.9632036740452,51.324239369798626,29.757123271171686,0
Maharashtra,2012,5,100.70636081876492,47.919152073156575,213.92025042860118,5222.064766264717,64.09673021570998,436.5971364721963,1.744854507627322,1466.1872198500664,35.79852009362225,104.7187826182327,0
Maharashtra,2012,6,187.46711225214221,97.67992463068697,638.3713733589938,6128.004680471752,93.19459729077008,326.33586599318136,0.6091409727144963,598.3016841696676,56.65545514901784,137.01136782596535,0
Maharashtra,2012,7,504.8067630615036,100.0,1262.7063910175962,6396.385426220753,100.0,1034.1615826594655,2.021895685113112,568.1638631543029,72.33716223719398,595.4950594644308,1
Maharashtra,2012,8,441.6640508508408,100.0,1274.3536026003728,3526.8172785801876,100.0,141.91519962331805,3.7105975141178495,359.9553987460267,81.51661476745618,427.35566542807123,1
Maharashtra,2012,9,314.2160800746603,95.20057643156406,1039.8725881491948,6125.574204866928,100.0,1039.9534639541894,3.4721847804786177,574.3692168324533,49.259747455019834,261.6557942626976,1
Maharashtra,2012,10,123.23122902218486,68.9926546019316,252.73726503660288,5881.941870727879,78.30784524911546,449.5367660219634,3.735386683817856,1945.0106658141988,81.09865423794038,121.32466075862455,0
Maharashtra,2012,11,81.13273504521845,50.58074515626207,201.09971131311022,6802.408319054742,65.30102828297537,348.8632117451161,0.9219841002204758,246.2110830954974,63.740214311469785,73.33790576199155,0
Maharashtra,2012,12,61.5089884517983,42.76697458048162,152.1077615264765,4776.43904662736,59.80254374373638,1187.1311314342504,1.6156337602622446,1289.1936152303174,77.0184423765331,65.78496495413465,0
Maharashtra,2013,1,83.29135957101697,61.47764364340776,283.9070571495815,6591.482650415658,59.81452337030137,722.4140523543438,2.6962691212642955,1759.9865169540437,83.88584284395066,96.69827399753727,0
Maharashtra,2013,2,136.3738976074232,47.27527115052351,423.628255125743,2671.440020378116,63.32617928228549,170.15879913143502,1.741177551742718,645.7540841427553,35.741568431919305,114.57652803838474,0
Maharashtra,2013,3,78.61260450452875,51.99529845149739,202.54458707963093,5757.530978851489,73.42700533612447,1417.3743733256583,2.135905289374544,1265.4816395003447,26.692376226445266,101.77983147545208,0
Maharashtra,2013,4,71.44044623097965,59.53114070158128,197.82093646873315,2614.6886820243108,77.64321944717105,268.9094078482349,1.2717017317456136,454.2326980740836,69.57091314967273,65.01617521265091,0
Maharashtra,2013,5,136.8201699195942,58.49757954240379,416.48482868367967,2077.2713443789853,75.52382053306854,339.6073341598215,2.3794104801269476,1226.585876199236,55.60603454864678,103.2844657266162,0
Maharashtra,2013,6,350.6345454204409,100.0,769.3876991646221,7221.23655908284,100.0,1433.6989898534812,3.5174466604290773,1638.0805419772682,60.86693864473152,361.33395603532955,1
Maharashtra,2013,7,285.844221800476,93.47808300473447,731.4847322799895,2818.2764863222837,100.0,126.16409278193366,1.2706412068243398,1398.1916509532323,20.329160164321014,346.0785020228062,1
Maharashtra,2013,8,443.56462908142305,100.0,1281.2859670640157,6772.766761476044,100.0,524.9747658137786,2.8730565339567224,1174.890731592003,33.69197891185949,544.3327507554611,1
Maharashtra,2013,9,347.25238645538474,100.0,1137.554575865754,7071.059406718617,100.0,1047.719835195579,2.8804927011610513,1275.3616186088502,67.69016476903488,276.1222713089858,1
Maharashtra,2013,10,100.2909612442919,51.369506625100016,312.43265906341287,2125.319272338157,61.7516985004949,1227.860701057998,3.4124696228520968,1064.1886941455887,15.447011020178351,87.47607104493177,0
Maharashtra,2013,11,87.64396272079614,52.37535616176052,258.34988725410767,2818.6250674491184,72.7480306276496,1170.8688657509597,0.8744322358943544,1545.9530147538533,52.88866050732772,111.99103507654279,0
Maharashtra,2013,12,166.5301889322184,83.72236667411926,565.876602615518,1717.5680959347546,75.54411419902937,1406.1565884184945,2.9076000280528467,228.8904122998266,36.067449686277136,187.33035128372637,0
Maharashtra,2014,1,85.31878696587503,44.32848859207702,214.9030582086625,5346.40862437234,60.00641761704662,1138.6034779138888,0.5860542076058053,142.03474790509478,37.652715340467886,84.73741743478924,0
Maharashtra,2014,2,95.08847500258084,61.09335482397593,253.7772625284945,2915.386663971661,79.3272325039959,1495.701127735778,1.9916345578259054,957.6353462263834,26.453667483416844,111.90826924667873,0
Maharashtra,2014,3,39.150687314771474,46.871236301686395,83.13928646589763,5763.495114522992,38.9421622077225,1426.5410255643635,1.0287026212331507,921.4361219809437,81.05311441173193,37.2650488858056,0
Maharashtra,2014,4,114.89829313120579,46.451975473592874,277.0568743131472,7887.843535718797,91.07085747384414,616.9543394409893,3.6293472128769704,536.9137511930637,29.917329281755833,82.57515698082555,0
Maharashtra,2014,5,29.93842303238224,51.92225179882816,98.69313046760736,4312.4693468409005,52.408780373491716,1157.5281577428577,3.456741298409107,1545.945582791698,58.835422514199074,23.314454924000714,0
Maharashtra,2014,6,336.5402575323027,100.0,916.1579993429957,1821.1573227367612,100.0,192.1527593428129,2.8994785053013996,917.5812003089791,29.03673086902357,334.8429934897151,1
Maharashtra,2014,7,310.24835319286314,100.0,745.6788475043226,6582.913704460317,100.0,22.37270716261045,0.753564107280956,845.7377571727012,48.595718430198644,328.8670793965401,1
Maharashtra,2014,8,148.83674152435754,77.44440060574598,489.7002054133557,6458.956922253448,73.7147329966733,64.23014389579393,2.1817743154024014,299.36733899453225,31.943151110376924,192.29670628656302,0
Maharashtra,2014,9,299.7117968727545,93.3443023262632,877.3264425650298,5917.254793808727,100.0,493.05965582476784,2.3119907518464897,266.94634837518333,39.543885184642654,215.76907584950138,1
Maharashtra,2014,10,81.07543355978123,48.47873871877046,178.2908480684441,4972.785937830908,57.0038592116322,1035.7501288602123,3.30205344688179,480.2854640651392,26.723780758134883,61.839533286759746,0
Maharashtra,2014,11,135.97421746344008,73.2398911949877,278.3907869149105,7553.485723705829,81.38856893823376,1065.04547657912,3.5483919331112994,1456.765171051613,71.12096581488544,122.87583680370133,0
Maharashtra,2014,12,54.122528891777044,44.675965885098904,174.5963910355241,4166.2279916281,65.73821337752143,967.1486543188048,2.3424093132763963,1490.0200913351305,20.71409874214127,39.845614669918874,0
Maharashtra,2015,1,53.94327985542206,38.6469616233123,178.4268570699058,2534.49791150631,61.411338836981614,989.7681243738098,2.243685007585986,1155.1907467814995,65.34412447905848,45.15445472635482,0
Maharashtra,2015,2,57.05199984245684,32.98472775560115,172.31657205495074,1505.3888628542309,62.75837383300441,50.82549079768007,1.4018901097892478,978.983617804701,75.77907537858664,64.82826968196791,0
Maharashtra,2015,3,60.67254150802504,60.90800300990659,152.82821580762598,3597.271340892219,60.44628063800724,660.7300516884377,3.0384018114529776,1024.6709887069355,76.13962666571624,75.25950179396469,0
Maharashtra,2015,4,121.88393210448618,44.14146022070171,352.0648450574875,7386.543419316837,70.83749538586059,319.93997256347154,2.6803830424721897,1299.964418175789,66.31791156906968,94.94034455385753,0
Maharashtra,2015,5,99.76120745130956,57.54703952106646,226.41052075186983,2662.8032744671436,69.67282152547841,374.6104562327497,3.5476246544537897,946.0799845050644,51.03721477507831,91.33537802879046,0
Maharashtra,2015,6,393.81832154074914,100.0,1018.6592546061584,7785.886256347013,100.0,390.90948188818567,2.798578325894523,717.8611220269203,69.14311879806205,306.5970923173208,1
Maharashtra,2015,7,296.2463536896653,100.0,697.3863409590494,1514.4772313100887,100.0,508.819748764773,3.401091780589133,918.6862949574313,32.40999908113409,317.06861877034646,1
Maharashtra,2015,8,197.36062206491442,70.95628060504976,444.3433933248726,1256.699988534801,100.0,1105.9210125231325,2.823315846676318,1001.7986639246463,74.0919314278438,233.55697298465444,0
Maharashtra,2015,9,382.4226763225474,100.0,882.9228723046936,1783.437335784095,100.0,799.0984443615429,3.7781199230323654,174.75272727016832,23.547693980701876,371.4545710017471,1
Maharashtra,2015,10,78.51111053960634,47.72783376307779,216.75757328091836,1291.0100133527446,68.03723609804051,226.77308543832285,3.9532054303559643,1933.7255232284865,15.345798665408672,99.79445755668281,0
Maharashtra,2015,11,116.65310698809927,62.628161506004744,312.87643952271264,4609.172200054752,95.87967914423706,213.77862586068778,0.6049075645543729,685.0668890232628,64.32765339156526,95.78527429951876,0
Maharashtra,2015,12,74.41641487379304,51.36979524439754,198.36628037774452,7076.995780642537,55.81778908868702,269.83893522384193,2.924190832791576,1692.4190503314094,81.12299536318163,82.59841165259715,0
Maharashtra,2016,1,176.136623409531,73.4579678820469,581.8422318637506,4994.268226471808,100.0,327.4343528345872,2.8060991458143003,848.3423707429012,60.58630839290444,134.56059824913527,0
Maharashtra,2016,2,127.48121222241521,71.92172878838399,404.5715993442851,4969.113826906674,75.72056323208005,1108.9815678307332,3.5748044645547177,867.8666111369627,37.892321309426706,140.30021699367785,0
Maharashtra,2016,3,103.89600279399431,62.98572812160756,332.1264792243439,4049.083203690531,69.66824496787302,819.01120145147,0.5201553117434254,716.7130768105136,40.65230744099785,97.42365740039969,0
Maharashtra,2016,4,85.02305813886169,42.404129544716945,227.2700722218812,2662.8089161202925,81.03253559655492,563.0114284858635,1.2954436954210302,239.07225516004291,57.24140153669645,93.60423806960796,0
Maharashtra,2016,5,52.47398619289105,65.64285460166585,134.84128306385398,7043.335547002776,30.74813870913158,43.33488838062135,1.6943673966915473,822.3716756931284,42.91759466278303,54.998164470422886,0
Maharashtra,2016,6,483.27540580725935,100.0,1521.024714539947,6690.900171012654,100.0,1078.593998958609,3.8443329358422713,134.6419070850871,28.704458997848228,340.48575494956026,1
Maharashtra,2016,7,360.71428718294123,100.0,853.1698889426604,7489.241813574146,100.0,731.3782799835568,1.3987179870217779,641.2585137276534,36.51029754484006,426.2977496237492,1
Maharashtra,2016,8,277.5459938506581,80.26546685181592,809.1855324058077,6013.054719562355,100.0,412.57288109663295,1.9474218553387304,331.58357734020035,27.680454467427623,307.7071147203438,1
Maharashtra,2016,9,308.4300404916768,93.76725517373714,944.8968318036365,1748.1384616632067,100.0,1444.5756784801818,2.192409763519737,1631.3858445728004,53.515857950938326,223.93486590392862,1
Maharashtra,2016,10,97.61898951841596,59.12436071207008,283.33108598436166,6734.322015987532,70.67785094197382,1326.8886627058696,1.2982792018212637,502.8851958256306,57.76866921956942,92.40780299438993,0
Maharashtra,2016,11,30.245470584348595,30.632315668128076,95.90198343615982,2923.6422488369526,46.1241443923843,1002.9870994407484,0.8343735984213386,1285.3327168854887,46.62373751160604,31.81717881954626,0
Maharashtra,2016,12,129.90968290694934,67.72104819926645,427.9479079489238,2517.1786006354296,71.62380072730681,148.09326050264178,0.5827350511621774,1319.7458508422055,57.49658252621465,133.5495505539052,0
Maharashtra,2017,1,57.70032859968666,30.727052354130887,166.85287702684278,4477.368012014185,49.27335290020869,645.1584243137941,3.0115921798036167,1415.6286875163023,84.38791955915318,44.83526563487644,0
Maharashtra,2017,2,145.5646722177627,69.41802154440055,417.41839741914583,2919.124665918641,78.32791816844784,123.73195663853497,0.7998038735875068,1798.9626618618247,28.430712730312003,130.1381558187689,0
Maharashtra,2017,3,54.028898197359716,31.267821881717367,113.68413699301671,4633.418536357893,58.546528577115396,1320.71823590438,2.7780707916651797,1112.619794447537,37.70336271807629,48.615264614240246,0
